Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	375.563	381.653	500	1600	S11_20180413_060002	SVM	0.655	female.gibbon
2	Spectrogram 1	1	375.563	381.653	500	1600	S11_20180413_060002	RF	0.342	female.gibbon
3	Spectrogram 1	1	624.291	629.471	500	1600	S11_20180413_060002	SVM	0.672	female.gibbon
4	Spectrogram 1	1	624.291	629.471	500	1600	S11_20180413_060002	RF	0.288	female.gibbon
5	Spectrogram 1	1	645.192	650.662	500	1600	S11_20180413_060002	SVM	0.583	female.gibbon
6	Spectrogram 1	1	645.192	650.662	500	1600	S11_20180413_060002	RF	0.292	female.gibbon
7	Spectrogram 1	1	780.536	785.816	500	1600	S11_20180413_060002	SVM	0.585	female.gibbon
8	Spectrogram 1	1	780.536	785.816	500	1600	S11_20180413_060002	RF	0.266	female.gibbon
9	Spectrogram 1	1	987.853	994.053	500	1600	S11_20180413_060002	SVM	0.575	female.gibbon
10	Spectrogram 1	1	987.853	994.053	500	1600	S11_20180413_060002	RF	0.202	female.gibbon
11	Spectrogram 1	1	1031.984	1037.125	500	1600	S11_20180413_060002	SVM	0.619	female.gibbon
12	Spectrogram 1	1	1031.984	1037.125	500	1600	S11_20180413_060002	RF	0.212	female.gibbon
13	Spectrogram 1	1	1297.413	1302.633	500	1600	S11_20180413_060002	SVM	0.619	female.gibbon
14	Spectrogram 1	1	1297.413	1302.633	500	1600	S11_20180413_060002	RF	0.248	female.gibbon
15	Spectrogram 1	1	1306.004	1313.434	500	1600	S11_20180413_060002	SVM	0.575	female.gibbon
16	Spectrogram 1	1	1306.004	1313.434	500	1600	S11_20180413_060002	RF	0.178	female.gibbon
17	Spectrogram 1	1	1644.955	1650.965	500	1600	S11_20180413_060002	SVM	0.608	female.gibbon
18	Spectrogram 1	1	1644.955	1650.965	500	1600	S11_20180413_060002	RF	0.23	female.gibbon
19	Spectrogram 1	1	1836.311	1841.381	500	1600	S11_20180413_060002	SVM	0.64	female.gibbon
20	Spectrogram 1	1	1836.311	1841.381	500	1600	S11_20180413_060002	RF	0.242	female.gibbon
21	Spectrogram 1	1	1847.722	1854.692	500	1600	S11_20180413_060002	SVM	0.58	female.gibbon
22	Spectrogram 1	1	1847.722	1854.692	500	1600	S11_20180413_060002	RF	0.266	female.gibbon
23	Spectrogram 1	1	1928.874	1934.215	500	1600	S11_20180413_060002	SVM	0.641	female.gibbon
24	Spectrogram 1	1	1928.874	1934.215	500	1600	S11_20180413_060002	RF	0.21	female.gibbon
25	Spectrogram 1	1	1940.715	1946.105	500	1600	S11_20180413_060002	SVM	0.602	female.gibbon
26	Spectrogram 1	1	1940.715	1946.105	500	1600	S11_20180413_060002	RF	0.234	female.gibbon
27	Spectrogram 1	1	2129.671	2134.791	500	1600	S11_20180413_060002	SVM	0.574	female.gibbon
28	Spectrogram 1	1	2129.671	2134.791	500	1600	S11_20180413_060002	RF	0.186	female.gibbon
29	Spectrogram 1	1	2493.033	2499.083	500	1600	S11_20180413_060002	SVM	0.553	female.gibbon
30	Spectrogram 1	1	2493.033	2499.083	500	1600	S11_20180413_060002	RF	0.244	female.gibbon
31	Spectrogram 1	1	2867.746	2882.916	500	1600	S11_20180413_060002	SVM	0.506	female.gibbon
32	Spectrogram 1	1	2867.746	2882.916	500	1600	S11_20180413_060002	RF	0.4	female.gibbon
33	Spectrogram 1	1	3154.365	3160.725	500	1600	S11_20180413_060002	SVM	0.518	female.gibbon
34	Spectrogram 1	1	3154.365	3160.725	500	1600	S11_20180413_060002	RF	0.182	female.gibbon
35	Spectrogram 1	1	3335.511	3347.452	500	1600	S11_20180413_060002	SVM	0.582	female.gibbon
36	Spectrogram 1	1	3335.511	3347.452	500	1600	S11_20180413_060002	RF	0.168	female.gibbon
37	Spectrogram 1	1	4185.53	4191.69	500	1600	S11_20180413_060002	SVM	0.341	female.gibbon
38	Spectrogram 1	1	4185.53	4191.69	500	1600	S11_20180413_060002	RF	0.124	female.gibbon
39	Spectrogram 1	1	4801.71	4808.2	500	1600	S11_20180413_060002	SVM	0.469	female.gibbon
40	Spectrogram 1	1	4801.71	4808.2	500	1600	S11_20180413_060002	RF	0.17	female.gibbon
41	Spectrogram 1	1	5172.182	5181.073	500	1600	S11_20180413_060002	SVM	0.392	female.gibbon
42	Spectrogram 1	1	5172.182	5181.073	500	1600	S11_20180413_060002	RF	0.132	female.gibbon
43	Spectrogram 1	1	5493.413	5499.883	500	1600	S11_20180413_060002	SVM	0.518	female.gibbon
44	Spectrogram 1	1	5493.413	5499.883	500	1600	S11_20180413_060002	RF	0.134	female.gibbon
45	Spectrogram 1	1	5847.385	5866.876	500	1600	S11_20180413_060002	SVM	0.656	female.gibbon
46	Spectrogram 1	1	5847.385	5866.876	500	1600	S11_20180413_060002	RF	0.521	female.gibbon
47	Spectrogram 1	1	5871.386	5878.016	500	1600	S11_20180413_060002	SVM	0.593	female.gibbon
48	Spectrogram 1	1	5871.386	5878.016	500	1600	S11_20180413_060002	RF	0.424	female.gibbon
49	Spectrogram 1	1	5907.767	5914.387	500	1600	S11_20180413_060002	SVM	0.681	female.gibbon
50	Spectrogram 1	1	5907.767	5914.387	500	1600	S11_20180413_060002	RF	0.464	female.gibbon
51	Spectrogram 1	1	5920.777	5930.038	500	1600	S11_20180413_060002	SVM	0.777	female.gibbon
52	Spectrogram 1	1	5920.777	5930.038	500	1600	S11_20180413_060002	RF	0.706	female.gibbon
53	Spectrogram 1	1	5955.789	5970.679	500	1600	S11_20180413_060002	SVM	0.521	female.gibbon
54	Spectrogram 1	1	5955.789	5970.679	500	1600	S11_20180413_060002	RF	0.51	female.gibbon
55	Spectrogram 1	1	6009.27	6021.181	500	1600	S11_20180413_060002	SVM	0.91	female.gibbon
56	Spectrogram 1	1	6009.27	6021.181	500	1600	S11_20180413_060002	RF	0.888	female.gibbon
57	Spectrogram 1	1	6025.901	6041.451	500	1600	S11_20180413_060002	SVM	0.621	female.gibbon
58	Spectrogram 1	1	6025.901	6041.451	500	1600	S11_20180413_060002	RF	0.668	female.gibbon
59	Spectrogram 1	1	6049.092	6058.632	500	1600	S11_20180413_060002	SVM	0.631	female.gibbon
60	Spectrogram 1	1	6049.092	6058.632	500	1600	S11_20180413_060002	RF	0.672	female.gibbon
61	Spectrogram 1	1	6078.093	6088.153	500	1600	S11_20180413_060002	SVM	0.912	female.gibbon
62	Spectrogram 1	1	6078.093	6088.153	500	1600	S11_20180413_060002	RF	0.86	female.gibbon
63	Spectrogram 1	1	6197.287	6206.627	500	1600	S11_20180413_060002	SVM	0.826	female.gibbon
64	Spectrogram 1	1	6197.287	6206.627	500	1600	S11_20180413_060002	RF	0.828	female.gibbon
65	Spectrogram 1	1	6266.669	6284.07	500	1600	S11_20180413_060002	SVM	0.795	female.gibbon
66	Spectrogram 1	1	6266.669	6284.07	500	1600	S11_20180413_060002	RF	0.752	female.gibbon
67	Spectrogram 1	1	6292.04	6297.21	500	1600	S11_20180413_060002	SVM	0.873	female.gibbon
68	Spectrogram 1	1	6292.04	6297.21	500	1600	S11_20180413_060002	RF	0.754	female.gibbon
69	Spectrogram 1	1	6327.301	6338.311	500	1600	S11_20180413_060002	SVM	0.852	female.gibbon
70	Spectrogram 1	1	6327.301	6338.311	500	1600	S11_20180413_060002	RF	0.744	female.gibbon
71	Spectrogram 1	1	6352.872	6365.262	500	1600	S11_20180413_060002	SVM	0.887	female.gibbon
72	Spectrogram 1	1	6352.872	6365.262	500	1600	S11_20180413_060002	RF	0.862	female.gibbon
73	Spectrogram 1	1	6376.043	6386.433	500	1600	S11_20180413_060002	SVM	0.79	female.gibbon
74	Spectrogram 1	1	6376.043	6386.433	500	1600	S11_20180413_060002	RF	0.702	female.gibbon
75	Spectrogram 1	1	6412.474	6422.174	500	1600	S11_20180413_060002	SVM	0.847	female.gibbon
76	Spectrogram 1	1	6412.474	6422.174	500	1600	S11_20180413_060002	RF	0.796	female.gibbon
77	Spectrogram 1	1	6437.615	6450.265	500	1600	S11_20180413_060002	SVM	0.915	female.gibbon
78	Spectrogram 1	1	6437.615	6450.265	500	1600	S11_20180413_060002	RF	0.896	female.gibbon
79	Spectrogram 1	1	6464.216	6473.676	500	1600	S11_20180413_060002	SVM	0.859	female.gibbon
80	Spectrogram 1	1	6464.216	6473.676	500	1600	S11_20180413_060002	RF	0.746	female.gibbon
81	Spectrogram 1	1	6504.887	6512.947	500	1600	S11_20180413_060002	SVM	0.861	female.gibbon
82	Spectrogram 1	1	6504.887	6512.947	500	1600	S11_20180413_060002	RF	0.768	female.gibbon
83	Spectrogram 1	1	6523.567	6535.648	500	1600	S11_20180413_060002	SVM	0.909	female.gibbon
84	Spectrogram 1	1	6523.567	6535.648	500	1600	S11_20180413_060002	RF	0.846	female.gibbon
85	Spectrogram 1	1	6587.66	6598.33	500	1600	S11_20180413_060002	SVM	0.794	female.gibbon
86	Spectrogram 1	1	6587.66	6598.33	500	1600	S11_20180413_060002	RF	0.664	female.gibbon
87	Spectrogram 1	1	6622.161	6636.161	500	1600	S11_20180413_060002	SVM	0.903	female.gibbon
88	Spectrogram 1	1	6622.161	6636.161	500	1600	S11_20180413_060002	RF	0.838	female.gibbon
89	Spectrogram 1	1	6646.002	6653.812	500	1600	S11_20180413_060002	SVM	0.82	female.gibbon
90	Spectrogram 1	1	6646.002	6653.812	500	1600	S11_20180413_060002	RF	0.768	female.gibbon
91	Spectrogram 1	1	6675.623	6681.013	500	1600	S11_20180413_060002	SVM	0.718	female.gibbon
92	Spectrogram 1	1	6675.623	6681.013	500	1600	S11_20180413_060002	RF	0.616	female.gibbon
93	Spectrogram 1	1	6692.313	6703.713	500	1600	S11_20180413_060002	SVM	0.776	female.gibbon
94	Spectrogram 1	1	6692.313	6703.713	500	1600	S11_20180413_060002	RF	0.78	female.gibbon
95	Spectrogram 1	1	6723.594	6735.895	500	1600	S11_20180413_060002	SVM	0.861	female.gibbon
96	Spectrogram 1	1	6723.594	6735.895	500	1600	S11_20180413_060002	RF	0.802	female.gibbon
97	Spectrogram 1	1	6745.325	6758.925	500	1600	S11_20180413_060002	SVM	0.762	female.gibbon
98	Spectrogram 1	1	6745.325	6758.925	500	1600	S11_20180413_060002	RF	0.634	female.gibbon
99	Spectrogram 1	1	6803.787	6814.967	500	1600	S11_20180413_060002	SVM	0.824	female.gibbon
100	Spectrogram 1	1	6803.787	6814.967	500	1600	S11_20180413_060002	RF	0.778	female.gibbon
101	Spectrogram 1	1	6816.207	6826.728	500	1600	S11_20180413_060002	SVM	0.832	female.gibbon
102	Spectrogram 1	1	6816.207	6826.728	500	1600	S11_20180413_060002	RF	0.746	female.gibbon
103	Spectrogram 1	1	6865.759	6875.129	500	1600	S11_20180413_060002	SVM	0.796	female.gibbon
104	Spectrogram 1	1	6865.759	6875.129	500	1600	S11_20180413_060002	RF	0.766	female.gibbon
105	Spectrogram 1	1	6911.231	6931.652	500	1600	S11_20180413_060002	SVM	0.695	female.gibbon
106	Spectrogram 1	1	6911.231	6931.652	500	1600	S11_20180413_060002	RF	0.696	female.gibbon
107	Spectrogram 1	1	6969.094	6980.584	500	1600	S11_20180413_060002	SVM	0.828	female.gibbon
108	Spectrogram 1	1	6969.094	6980.584	500	1600	S11_20180413_060002	RF	0.766	female.gibbon
109	Spectrogram 1	1	6982.735	6988.175	500	1600	S11_20180413_060002	SVM	0.633	female.gibbon
110	Spectrogram 1	1	6982.735	6988.175	500	1600	S11_20180413_060002	RF	0.394	female.gibbon
111	Spectrogram 1	1	7011.446	7016.876	500	1600	S11_20180413_060002	SVM	0.71	female.gibbon
112	Spectrogram 1	1	7011.446	7016.876	500	1600	S11_20180413_060002	RF	0.5	female.gibbon
113	Spectrogram 1	1	7022.157	7028.777	500	1600	S11_20180413_060002	SVM	0.665	female.gibbon
114	Spectrogram 1	1	7022.157	7028.777	500	1600	S11_20180413_060002	RF	0.33	female.gibbon
115	Spectrogram 1	1	7048.338	7060.329	500	1600	S11_20180413_060002	SVM	0.886	female.gibbon
116	Spectrogram 1	1	7048.338	7060.329	500	1600	S11_20180413_060002	RF	0.716	female.gibbon
117	Spectrogram 1	1	7092.881	7097.941	500	1600	S11_20180413_060002	SVM	0.666	female.gibbon
118	Spectrogram 1	1	7092.881	7097.941	500	1600	S11_20180413_060002	RF	0.374	female.gibbon
