Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	205.177	212.427	500	1600	S20_20180219_080003	SVM	0	female.gibbon
2	Spectrogram 1	1	205.177	212.427	500	1600	S20_20180219_080003	RF	0.024	female.gibbon
3	Spectrogram 1	1	263.519	270.369	500	1600	S20_20180219_080003	SVM	0.002	female.gibbon
4	Spectrogram 1	1	263.519	270.369	500	1600	S20_20180219_080003	RF	0.022	female.gibbon
5	Spectrogram 1	1	277.369	283.55	500	1600	S20_20180219_080003	SVM	0	female.gibbon
6	Spectrogram 1	1	277.369	283.55	500	1600	S20_20180219_080003	RF	0.024	female.gibbon
7	Spectrogram 1	1	333.201	338.321	500	1600	S20_20180219_080003	SVM	0.003	female.gibbon
8	Spectrogram 1	1	333.201	338.321	500	1600	S20_20180219_080003	RF	0.066	female.gibbon
9	Spectrogram 1	1	430.544	435.655	500	1600	S20_20180219_080003	SVM	0.004	female.gibbon
10	Spectrogram 1	1	430.544	435.655	500	1600	S20_20180219_080003	RF	0.064	female.gibbon
11	Spectrogram 1	1	494.127	510.287	500	1600	S20_20180219_080003	SVM	5e-04	female.gibbon
12	Spectrogram 1	1	494.127	510.287	500	1600	S20_20180219_080003	RF	0.052	female.gibbon
13	Spectrogram 1	1	608.14	618.181	500	1600	S20_20180219_080003	SVM	0.013	female.gibbon
14	Spectrogram 1	1	608.14	618.181	500	1600	S20_20180219_080003	RF	0.124	female.gibbon
15	Spectrogram 1	1	619.251	628.521	500	1600	S20_20180219_080003	SVM	0	female.gibbon
16	Spectrogram 1	1	619.251	628.521	500	1600	S20_20180219_080003	RF	0.052	female.gibbon
17	Spectrogram 1	1	640.561	658.252	500	1600	S20_20180219_080003	SVM	0	female.gibbon
18	Spectrogram 1	1	640.561	658.252	500	1600	S20_20180219_080003	RF	0.048	female.gibbon
19	Spectrogram 1	1	970.072	978.073	500	1600	S20_20180219_080003	SVM	0.005	female.gibbon
20	Spectrogram 1	1	970.072	978.073	500	1600	S20_20180219_080003	RF	0.076	female.gibbon
21	Spectrogram 1	1	1035.375	1044.305	500	1600	S20_20180219_080003	SVM	0.013	female.gibbon
22	Spectrogram 1	1	1035.375	1044.305	500	1600	S20_20180219_080003	RF	0.098	female.gibbon
23	Spectrogram 1	1	1071.056	1076.266	500	1600	S20_20180219_080003	SVM	0.004	female.gibbon
24	Spectrogram 1	1	1071.056	1076.266	500	1600	S20_20180219_080003	RF	0.026	female.gibbon
25	Spectrogram 1	1	1337.255	1342.395	500	1600	S20_20180219_080003	SVM	0.004	female.gibbon
26	Spectrogram 1	1	1337.255	1342.395	500	1600	S20_20180219_080003	RF	0.016	female.gibbon
27	Spectrogram 1	1	1408.887	1414.607	500	1600	S20_20180219_080003	SVM	0.003	female.gibbon
28	Spectrogram 1	1	1408.887	1414.607	500	1600	S20_20180219_080003	RF	0.006	female.gibbon
29	Spectrogram 1	1	1512	1519.951	500	1600	S20_20180219_080003	SVM	0.002	female.gibbon
30	Spectrogram 1	1	1512	1519.951	500	1600	S20_20180219_080003	RF	0.026	female.gibbon
31	Spectrogram 1	1	1522.311	1538.021	500	1600	S20_20180219_080003	SVM	0.0015	female.gibbon
32	Spectrogram 1	1	1522.311	1538.021	500	1600	S20_20180219_080003	RF	0.026	female.gibbon
33	Spectrogram 1	1	1549.552	1554.632	500	1600	S20_20180219_080003	SVM	0.002	female.gibbon
34	Spectrogram 1	1	1549.552	1554.632	500	1600	S20_20180219_080003	RF	0.016	female.gibbon
35	Spectrogram 1	1	1555.642	1561.382	500	1600	S20_20180219_080003	SVM	0.001	female.gibbon
36	Spectrogram 1	1	1555.642	1561.382	500	1600	S20_20180219_080003	RF	0.034	female.gibbon
37	Spectrogram 1	1	1574.823	1580.143	500	1600	S20_20180219_080003	SVM	0.002	female.gibbon
38	Spectrogram 1	1	1574.823	1580.143	500	1600	S20_20180219_080003	RF	0.012	female.gibbon
39	Spectrogram 1	1	1642.165	1647.655	500	1600	S20_20180219_080003	SVM	0.002	female.gibbon
40	Spectrogram 1	1	1642.165	1647.655	500	1600	S20_20180219_080003	RF	0.006	female.gibbon
41	Spectrogram 1	1	1737.608	1744.698	500	1600	S20_20180219_080003	SVM	0.01	female.gibbon
42	Spectrogram 1	1	1737.608	1744.698	500	1600	S20_20180219_080003	RF	0.28	female.gibbon
43	Spectrogram 1	1	1800	1806.45	500	1600	S20_20180219_080003	SVM	0.001	female.gibbon
44	Spectrogram 1	1	1800	1806.45	500	1600	S20_20180219_080003	RF	0.014	female.gibbon
45	Spectrogram 1	1	2309.187	2315.897	500	1600	S20_20180219_080003	SVM	0.075	female.gibbon
46	Spectrogram 1	1	2309.187	2315.897	500	1600	S20_20180219_080003	RF	0.186	female.gibbon
47	Spectrogram 1	1	2348.748	2356.519	500	1600	S20_20180219_080003	SVM	0.002	female.gibbon
48	Spectrogram 1	1	2348.748	2356.519	500	1600	S20_20180219_080003	RF	0.136	female.gibbon
49	Spectrogram 1	1	2380.649	2388.33	500	1600	S20_20180219_080003	SVM	0.009	female.gibbon
50	Spectrogram 1	1	2380.649	2388.33	500	1600	S20_20180219_080003	RF	0.14	female.gibbon
