Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	44.131	53.662	500	1600	S14_20180311_080003	RF	0	female.gibbon
2	Spectrogram 1	1	44.131	53.662	500	1600	S14_20180311_080003	SVM	0	female.gibbon
3	Spectrogram 1	1	152.675	157.895	500	1600	S14_20180311_080003	RF	0.022	female.gibbon
4	Spectrogram 1	1	152.675	157.895	500	1600	S14_20180311_080003	SVM	0.011	female.gibbon
5	Spectrogram 1	1	1145.418	1151.028	500	1600	S14_20180311_080003	RF	0.006	female.gibbon
6	Spectrogram 1	1	1145.418	1151.028	500	1600	S14_20180311_080003	SVM	0.002	female.gibbon
7	Spectrogram 1	1	1551.242	1558.852	500	1600	S14_20180311_080003	RF	0.002	female.gibbon
8	Spectrogram 1	1	1551.242	1558.852	500	1600	S14_20180311_080003	SVM	0	female.gibbon
9	Spectrogram 1	1	1572.012	1578.493	500	1600	S14_20180311_080003	RF	0.008	female.gibbon
10	Spectrogram 1	1	1572.012	1578.493	500	1600	S14_20180311_080003	SVM	0.003	female.gibbon
11	Spectrogram 1	1	1801.31	1809.9	500	1600	S14_20180311_080003	RF	0.038	female.gibbon
12	Spectrogram 1	1	1801.31	1809.9	500	1600	S14_20180311_080003	SVM	0	female.gibbon
13	Spectrogram 1	1	1820.461	1826.301	500	1600	S14_20180311_080003	RF	0.254	female.gibbon
14	Spectrogram 1	1	1820.461	1826.301	500	1600	S14_20180311_080003	SVM	0.057	female.gibbon
15	Spectrogram 1	1	1834.811	1840.421	500	1600	S14_20180311_080003	RF	0.268	female.gibbon
16	Spectrogram 1	1	1834.811	1840.421	500	1600	S14_20180311_080003	SVM	0.033	female.gibbon
17	Spectrogram 1	1	2102.87	2111.46	500	1600	S14_20180311_080003	RF	0.012	female.gibbon
18	Spectrogram 1	1	2102.87	2111.46	500	1600	S14_20180311_080003	SVM	0.002	female.gibbon
19	Spectrogram 1	1	2211.174	2216.424	500	1600	S14_20180311_080003	RF	0.106	female.gibbon
20	Spectrogram 1	1	2211.174	2216.424	500	1600	S14_20180311_080003	SVM	0.161	female.gibbon
21	Spectrogram 1	1	2305.787	2314.067	500	1600	S14_20180311_080003	RF	0.076	female.gibbon
22	Spectrogram 1	1	2305.787	2314.067	500	1600	S14_20180311_080003	SVM	0.056	female.gibbon
23	Spectrogram 1	1	2496.223	2505.464	500	1600	S14_20180311_080003	RF	0.002	female.gibbon
24	Spectrogram 1	1	2496.223	2505.464	500	1600	S14_20180311_080003	SVM	0	female.gibbon
25	Spectrogram 1	1	2604.717	2611.067	500	1600	S14_20180311_080003	RF	0.016	female.gibbon
26	Spectrogram 1	1	2604.717	2611.067	500	1600	S14_20180311_080003	SVM	0.002	female.gibbon
27	Spectrogram 1	1	2636.748	2642.508	500	1600	S14_20180311_080003	RF	0.004	female.gibbon
28	Spectrogram 1	1	2636.748	2642.508	500	1600	S14_20180311_080003	SVM	0.012	female.gibbon
29	Spectrogram 1	1	2807.524	2817.904	500	1600	S14_20180311_080003	RF	0.036	female.gibbon
30	Spectrogram 1	1	2807.524	2817.904	500	1600	S14_20180311_080003	SVM	0	female.gibbon
31	Spectrogram 1	1	2826.084	2834.315	500	1600	S14_20180311_080003	RF	0.08	female.gibbon
32	Spectrogram 1	1	2826.084	2834.315	500	1600	S14_20180311_080003	SVM	0.002	female.gibbon
33	Spectrogram 1	1	2968.599	2975.149	500	1600	S14_20180311_080003	RF	0.014	female.gibbon
34	Spectrogram 1	1	2968.599	2975.149	500	1600	S14_20180311_080003	SVM	0.002	female.gibbon
35	Spectrogram 1	1	3050.022	3070.092	500	1600	S14_20180311_080003	RF	0.061	female.gibbon
36	Spectrogram 1	1	3050.022	3070.092	500	1600	S14_20180311_080003	SVM	0	female.gibbon
37	Spectrogram 1	1	3285.93	3295.22	500	1600	S14_20180311_080003	RF	0	female.gibbon
38	Spectrogram 1	1	3285.93	3295.22	500	1600	S14_20180311_080003	SVM	0	female.gibbon
39	Spectrogram 1	1	3791.956	3803.597	500	1600	S14_20180311_080003	RF	0.012	female.gibbon
40	Spectrogram 1	1	3791.956	3803.597	500	1600	S14_20180311_080003	SVM	0	female.gibbon
41	Spectrogram 1	1	4162.049	4168.059	500	1600	S14_20180311_080003	RF	0.044	female.gibbon
42	Spectrogram 1	1	4162.049	4168.059	500	1600	S14_20180311_080003	SVM	0	female.gibbon
43	Spectrogram 1	1	4413.747	4422.257	500	1600	S14_20180311_080003	RF	0.008	female.gibbon
44	Spectrogram 1	1	4413.747	4422.257	500	1600	S14_20180311_080003	SVM	0.003	female.gibbon
