Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	470.086	477.806	500	1600	S10_20180704_080003	SVM	0	female.gibbon
2	Spectrogram 1	1	732.284	738.495	500	1600	S10_20180704_080003	SVM	0.072	female.gibbon
3	Spectrogram 1	1	802.897	817.557	500	1600	S10_20180704_080003	SVM	0.011	female.gibbon
4	Spectrogram 1	1	909.6	919.681	500	1600	S10_20180704_080003	SVM	0.008	female.gibbon
5	Spectrogram 1	1	936.121	943.251	500	1600	S10_20180704_080003	SVM	0.003	female.gibbon
6	Spectrogram 1	1	976.033	982.673	500	1600	S10_20180704_080003	SVM	0	female.gibbon
7	Spectrogram 1	1	1201.19	1206.31	500	1600	S10_20180704_080003	SVM	0.011	female.gibbon
8	Spectrogram 1	1	1274.432	1279.943	500	1600	S10_20180704_080003	SVM	0	female.gibbon
9	Spectrogram 1	1	1513.09	1521.261	500	1600	S10_20180704_080003	SVM	0	female.gibbon
10	Spectrogram 1	1	1844.341	1849.872	500	1600	S10_20180704_080003	SVM	0.006	female.gibbon
11	Spectrogram 1	1	1945.455	1953.675	500	1600	S10_20180704_080003	SVM	0.003	female.gibbon
12	Spectrogram 1	1	2021.327	2032.308	500	1600	S10_20180704_080003	SVM	0	female.gibbon
13	Spectrogram 1	1	2054.229	2059.289	500	1600	S10_20180704_080003	SVM	0	female.gibbon
14	Spectrogram 1	1	2264.196	2274.256	500	1600	S10_20180704_080003	SVM	0.002	female.gibbon
15	Spectrogram 1	1	2359.929	2378.459	500	1600	S10_20180704_080003	SVM	0.016	female.gibbon
16	Spectrogram 1	1	2551.035	2557.815	500	1600	S10_20180704_080003	SVM	0.005	female.gibbon
17	Spectrogram 1	1	2573.876	2579.196	500	1600	S10_20180704_080003	SVM	0.007	female.gibbon
18	Spectrogram 1	1	2600.837	2608.257	500	1600	S10_20180704_080003	SVM	0.028	female.gibbon
19	Spectrogram 1	1	2763.982	2769.072	500	1600	S10_20180704_080003	SVM	0	female.gibbon
20	Spectrogram 1	1	2906.767	2915.377	500	1600	S10_20180704_080003	SVM	0	female.gibbon
21	Spectrogram 1	1	3097.773	3107.934	500	1600	S10_20180704_080003	SVM	0.007	female.gibbon
22	Spectrogram 1	1	3177.566	3183.586	500	1600	S10_20180704_080003	SVM	0	female.gibbon
23	Spectrogram 1	1	3489.176	3494.497	500	1600	S10_20180704_080003	SVM	0.004	female.gibbon
24	Spectrogram 1	1	3875.659	3883.149	500	1600	S10_20180704_080003	SVM	0	female.gibbon
25	Spectrogram 1	1	3962.392	3967.692	500	1600	S10_20180704_080003	SVM	0.007	female.gibbon
26	Spectrogram 1	1	4999.827	5006.217	500	1600	S10_20180704_080003	SVM	0.005	female.gibbon
27	Spectrogram 1	1	5135.321	5140.371	500	1600	S10_20180704_080003	SVM	0.003	female.gibbon
28	Spectrogram 1	1	5928.238	5939.178	500	1600	S10_20180704_080003	SVM	0	female.gibbon
29	Spectrogram 1	1	6151.055	6159.145	500	1600	S10_20180704_080003	SVM	0.002	female.gibbon
30	Spectrogram 1	1	6301.97	6308.03	500	1600	S10_20180704_080003	SVM	0.002	female.gibbon
31	Spectrogram 1	1	6338.641	6345.592	500	1600	S10_20180704_080003	SVM	0.003	female.gibbon
32	Spectrogram 1	1	6362.762	6368.322	500	1600	S10_20180704_080003	SVM	0.005	female.gibbon
33	Spectrogram 1	1	6376.323	6382.913	500	1600	S10_20180704_080003	SVM	0.006	female.gibbon
34	Spectrogram 1	1	6766.446	6825.548	500	1600	S10_20180704_080003	SVM	0.0055	female.gibbon
35	Spectrogram 1	1	6873.339	6879.519	500	1600	S10_20180704_080003	SVM	0.006	female.gibbon
36	Spectrogram 1	1	6905.65	6923.431	500	1600	S10_20180704_080003	SVM	0.005	female.gibbon
37	Spectrogram 1	1	6966.894	6974.484	500	1600	S10_20180704_080003	SVM	0.002	female.gibbon
38	Spectrogram 1	1	7175.535	7184.826	500	1600	S10_20180704_080003	SVM	0	female.gibbon
39	Spectrogram 1	1	7187.146	7192.576	500	1600	S10_20180704_080003	SVM	0.003	female.gibbon
