Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	201.107	252.688	500	1600	S17_20180223_080003	RF	0.096	female.gibbon
2	Spectrogram 1	1	201.107	252.688	500	1600	S17_20180223_080003	SVM	0	female.gibbon
3	Spectrogram 1	1	309.93	316.561	500	1600	S17_20180223_080003	RF	0	female.gibbon
4	Spectrogram 1	1	309.93	316.561	500	1600	S17_20180223_080003	SVM	0	female.gibbon
5	Spectrogram 1	1	560.889	566.019	500	1600	S17_20180223_080003	RF	0.034	female.gibbon
6	Spectrogram 1	1	560.889	566.019	500	1600	S17_20180223_080003	SVM	0.005	female.gibbon
7	Spectrogram 1	1	758.545	764.646	500	1600	S17_20180223_080003	RF	0.036	female.gibbon
8	Spectrogram 1	1	758.545	764.646	500	1600	S17_20180223_080003	SVM	0.003	female.gibbon
9	Spectrogram 1	1	784.956	792.476	500	1600	S17_20180223_080003	RF	0.034	female.gibbon
10	Spectrogram 1	1	784.956	792.476	500	1600	S17_20180223_080003	SVM	0.003	female.gibbon
11	Spectrogram 1	1	869.059	877.019	500	1600	S17_20180223_080003	RF	0.12	female.gibbon
12	Spectrogram 1	1	869.059	877.019	500	1600	S17_20180223_080003	SVM	0.068	female.gibbon
13	Spectrogram 1	1	925.051	932.661	500	1600	S17_20180223_080003	RF	0.02	female.gibbon
14	Spectrogram 1	1	925.051	932.661	500	1600	S17_20180223_080003	SVM	0	female.gibbon
15	Spectrogram 1	1	943.411	952.292	500	1600	S17_20180223_080003	RF	0.014	female.gibbon
16	Spectrogram 1	1	943.411	952.292	500	1600	S17_20180223_080003	SVM	0	female.gibbon
17	Spectrogram 1	1	1042.035	1048.085	500	1600	S17_20180223_080003	RF	0.012	female.gibbon
18	Spectrogram 1	1	1042.035	1048.085	500	1600	S17_20180223_080003	SVM	0.002	female.gibbon
19	Spectrogram 1	1	1070.646	1079.116	500	1600	S17_20180223_080003	RF	0.004	female.gibbon
20	Spectrogram 1	1	1070.646	1079.116	500	1600	S17_20180223_080003	SVM	0	female.gibbon
21	Spectrogram 1	1	1415.027	1438.028	500	1600	S17_20180223_080003	RF	0.02	female.gibbon
22	Spectrogram 1	1	1415.027	1438.028	500	1600	S17_20180223_080003	SVM	0.003	female.gibbon
23	Spectrogram 1	1	1443.198	1465.609	500	1600	S17_20180223_080003	RF	0.014	female.gibbon
24	Spectrogram 1	1	1443.198	1465.609	500	1600	S17_20180223_080003	SVM	0.011	female.gibbon
25	Spectrogram 1	1	1470.909	1478.829	500	1600	S17_20180223_080003	RF	0.032	female.gibbon
26	Spectrogram 1	1	1470.909	1478.829	500	1600	S17_20180223_080003	SVM	0.016	female.gibbon
27	Spectrogram 1	1	1695.617	1705.657	500	1600	S17_20180223_080003	RF	0	female.gibbon
28	Spectrogram 1	1	1695.617	1705.657	500	1600	S17_20180223_080003	SVM	0	female.gibbon
29	Spectrogram 1	1	1708.327	1721.567	500	1600	S17_20180223_080003	RF	0.011	female.gibbon
30	Spectrogram 1	1	1708.327	1721.567	500	1600	S17_20180223_080003	SVM	0.0075	female.gibbon
31	Spectrogram 1	1	1735.338	1744.718	500	1600	S17_20180223_080003	RF	0.068	female.gibbon
32	Spectrogram 1	1	1735.338	1744.718	500	1600	S17_20180223_080003	SVM	0.026	female.gibbon
33	Spectrogram 1	1	1751.618	1757.409	500	1600	S17_20180223_080003	RF	0.006	female.gibbon
34	Spectrogram 1	1	1751.618	1757.409	500	1600	S17_20180223_080003	SVM	0.003	female.gibbon
35	Spectrogram 1	1	1790.15	1797.39	500	1600	S17_20180223_080003	RF	0.036	female.gibbon
36	Spectrogram 1	1	1790.15	1797.39	500	1600	S17_20180223_080003	SVM	0.005	female.gibbon
37	Spectrogram 1	1	1816.431	1827.451	500	1600	S17_20180223_080003	RF	0.03	female.gibbon
38	Spectrogram 1	1	1816.431	1827.451	500	1600	S17_20180223_080003	SVM	0.006	female.gibbon
39	Spectrogram 1	1	1894.033	1906.884	500	1600	S17_20180223_080003	RF	0.016	female.gibbon
40	Spectrogram 1	1	1894.033	1906.884	500	1600	S17_20180223_080003	SVM	0.005	female.gibbon
41	Spectrogram 1	1	2002.467	2017.617	500	1600	S17_20180223_080003	RF	0.019	female.gibbon
42	Spectrogram 1	1	2002.467	2017.617	500	1600	S17_20180223_080003	SVM	0.004	female.gibbon
43	Spectrogram 1	1	2032.808	2047.898	500	1600	S17_20180223_080003	RF	0.016	female.gibbon
44	Spectrogram 1	1	2032.808	2047.898	500	1600	S17_20180223_080003	SVM	0	female.gibbon
45	Spectrogram 1	1	2063.569	2070.449	500	1600	S17_20180223_080003	RF	0.026	female.gibbon
46	Spectrogram 1	1	2063.569	2070.449	500	1600	S17_20180223_080003	SVM	0.011	female.gibbon
47	Spectrogram 1	1	2080.539	2086.09	500	1600	S17_20180223_080003	RF	0.028	female.gibbon
48	Spectrogram 1	1	2080.539	2086.09	500	1600	S17_20180223_080003	SVM	0.01	female.gibbon
49	Spectrogram 1	1	2102.09	2115.131	500	1600	S17_20180223_080003	RF	0.016	female.gibbon
50	Spectrogram 1	1	2102.09	2115.131	500	1600	S17_20180223_080003	SVM	0.002	female.gibbon
51	Spectrogram 1	1	2136.011	2147.342	500	1600	S17_20180223_080003	RF	0.022	female.gibbon
52	Spectrogram 1	1	2136.011	2147.342	500	1600	S17_20180223_080003	SVM	0.003	female.gibbon
53	Spectrogram 1	1	2148.932	2156.492	500	1600	S17_20180223_080003	RF	0.02	female.gibbon
54	Spectrogram 1	1	2148.932	2156.492	500	1600	S17_20180223_080003	SVM	0.014	female.gibbon
55	Spectrogram 1	1	2158.962	2164.502	500	1600	S17_20180223_080003	RF	0.02	female.gibbon
56	Spectrogram 1	1	2158.962	2164.502	500	1600	S17_20180223_080003	SVM	0.011	female.gibbon
57	Spectrogram 1	1	2597.787	2605.157	500	1600	S17_20180223_080003	RF	0.008	female.gibbon
58	Spectrogram 1	1	2597.787	2605.157	500	1600	S17_20180223_080003	SVM	0	female.gibbon
59	Spectrogram 1	1	2681.939	2690.82	500	1600	S17_20180223_080003	RF	0.022	female.gibbon
60	Spectrogram 1	1	2681.939	2690.82	500	1600	S17_20180223_080003	SVM	0.014	female.gibbon
61	Spectrogram 1	1	2760.822	2766.202	500	1600	S17_20180223_080003	RF	0.03	female.gibbon
62	Spectrogram 1	1	2760.822	2766.202	500	1600	S17_20180223_080003	SVM	0.006	female.gibbon
63	Spectrogram 1	1	2825.484	2831.734	500	1600	S17_20180223_080003	RF	0.016	female.gibbon
64	Spectrogram 1	1	2825.484	2831.734	500	1600	S17_20180223_080003	SVM	0.003	female.gibbon
65	Spectrogram 1	1	2922.597	2927.868	500	1600	S17_20180223_080003	RF	0.004	female.gibbon
66	Spectrogram 1	1	2922.597	2927.868	500	1600	S17_20180223_080003	SVM	0	female.gibbon
67	Spectrogram 1	1	2963.409	2971.569	500	1600	S17_20180223_080003	RF	0	female.gibbon
68	Spectrogram 1	1	2963.409	2971.569	500	1600	S17_20180223_080003	SVM	0	female.gibbon
69	Spectrogram 1	1	2987.49	2998.68	500	1600	S17_20180223_080003	RF	0	female.gibbon
70	Spectrogram 1	1	2987.49	2998.68	500	1600	S17_20180223_080003	SVM	0	female.gibbon
71	Spectrogram 1	1	3042.111	3059.522	500	1600	S17_20180223_080003	RF	0	female.gibbon
72	Spectrogram 1	1	3042.111	3059.522	500	1600	S17_20180223_080003	SVM	0	female.gibbon
73	Spectrogram 1	1	3074.923	3093.473	500	1600	S17_20180223_080003	RF	0.005	female.gibbon
74	Spectrogram 1	1	3074.923	3093.473	500	1600	S17_20180223_080003	SVM	0	female.gibbon
