Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	0	11.81	500	1600	S10_20180425_060002	RF	0.024	female.gibbon
2	Spectrogram 1	1	0	11.81	500	1600	S10_20180425_060002	SVM	0.006	female.gibbon
3	Spectrogram 1	1	18.991	67.552	500	1600	S10_20180425_060002	RF	0.024	female.gibbon
4	Spectrogram 1	1	18.991	67.552	500	1600	S10_20180425_060002	SVM	0	female.gibbon
5	Spectrogram 1	1	72.212	84.913	500	1600	S10_20180425_060002	RF	0.022	female.gibbon
6	Spectrogram 1	1	72.212	84.913	500	1600	S10_20180425_060002	SVM	0.006	female.gibbon
7	Spectrogram 1	1	106.944	118.014	500	1600	S10_20180425_060002	RF	0.05	female.gibbon
8	Spectrogram 1	1	106.944	118.014	500	1600	S10_20180425_060002	SVM	0.018	female.gibbon
9	Spectrogram 1	1	281.349	288.87	500	1600	S10_20180425_060002	RF	0.114	female.gibbon
10	Spectrogram 1	1	281.349	288.87	500	1600	S10_20180425_060002	SVM	0.012	female.gibbon
11	Spectrogram 1	1	315.451	320.571	500	1600	S10_20180425_060002	RF	0.172	female.gibbon
12	Spectrogram 1	1	315.451	320.571	500	1600	S10_20180425_060002	SVM	0.009	female.gibbon
13	Spectrogram 1	1	347.182	354.252	500	1600	S10_20180425_060002	RF	0.128	female.gibbon
14	Spectrogram 1	1	347.182	354.252	500	1600	S10_20180425_060002	SVM	0	female.gibbon
15	Spectrogram 1	1	425.194	442.285	500	1600	S10_20180425_060002	RF	0.042	female.gibbon
16	Spectrogram 1	1	425.194	442.285	500	1600	S10_20180425_060002	SVM	0.004	female.gibbon
17	Spectrogram 1	1	605.66	613.61	500	1600	S10_20180425_060002	RF	0.098	female.gibbon
18	Spectrogram 1	1	605.66	613.61	500	1600	S10_20180425_060002	SVM	0.004	female.gibbon
19	Spectrogram 1	1	653.762	665.212	500	1600	S10_20180425_060002	RF	0.063	female.gibbon
20	Spectrogram 1	1	653.762	665.212	500	1600	S10_20180425_060002	SVM	0.004	female.gibbon
21	Spectrogram 1	1	771.616	780.426	500	1600	S10_20180425_060002	RF	0.046	female.gibbon
22	Spectrogram 1	1	771.616	780.426	500	1600	S10_20180425_060002	SVM	0	female.gibbon
23	Spectrogram 1	1	789.956	795.297	500	1600	S10_20180425_060002	RF	0.012	female.gibbon
24	Spectrogram 1	1	789.956	795.297	500	1600	S10_20180425_060002	SVM	0	female.gibbon
25	Spectrogram 1	1	1005.744	1020.904	500	1600	S10_20180425_060002	RF	0.022	female.gibbon
26	Spectrogram 1	1	1005.744	1020.904	500	1600	S10_20180425_060002	SVM	0	female.gibbon
27	Spectrogram 1	1	1502.2	1508.14	500	1600	S10_20180425_060002	RF	0.002	female.gibbon
28	Spectrogram 1	1	1502.2	1508.14	500	1600	S10_20180425_060002	SVM	0	female.gibbon
29	Spectrogram 1	1	1672.796	1678.086	500	1600	S10_20180425_060002	RF	0.034	female.gibbon
30	Spectrogram 1	1	1672.796	1678.086	500	1600	S10_20180425_060002	SVM	0.008	female.gibbon
31	Spectrogram 1	1	2255.795	2265.866	500	1600	S10_20180425_060002	RF	0.588	female.gibbon
32	Spectrogram 1	1	2255.795	2265.866	500	1600	S10_20180425_060002	SVM	0.665	female.gibbon
