Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Name	model.type	probability	signal
1	Spectrogram 1	1	26.531	32.861	500	1600	S10_20180704_060002	SVM	0.002	female.gibbon
2	Spectrogram 1	1	173.006	178.316	500	1600	S10_20180704_060002	SVM	0	female.gibbon
3	Spectrogram 1	1	350.082	357.602	500	1600	S10_20180704_060002	SVM	0.005	female.gibbon
4	Spectrogram 1	1	417.534	431.484	500	1600	S10_20180704_060002	SVM	0.01	female.gibbon
5	Spectrogram 1	1	476.976	484.076	500	1600	S10_20180704_060002	SVM	0	female.gibbon
6	Spectrogram 1	1	538.398	545.948	500	1600	S10_20180704_060002	SVM	0.002	female.gibbon
7	Spectrogram 1	1	587.51	593.42	500	1600	S10_20180704_060002	SVM	0.002	female.gibbon
8	Spectrogram 1	1	600	607.12	500	1600	S10_20180704_060002	SVM	0.003	female.gibbon
9	Spectrogram 1	1	628.541	687.713	500	1600	S10_20180704_060002	SVM	0	female.gibbon
10	Spectrogram 1	1	699.713	708.014	500	1600	S10_20180704_060002	SVM	0	female.gibbon
11	Spectrogram 1	1	999.753	1005.554	500	1600	S10_20180704_060002	SVM	0.007	female.gibbon
12	Spectrogram 1	1	1104.867	1135.468	500	1600	S10_20180704_060002	SVM	0.0055	female.gibbon
13	Spectrogram 1	1	1169.039	1175.409	500	1600	S10_20180704_060002	SVM	0	female.gibbon
14	Spectrogram 1	1	1183.76	1188.84	500	1600	S10_20180704_060002	SVM	0	female.gibbon
15	Spectrogram 1	1	1256.122	1263.722	500	1600	S10_20180704_060002	SVM	0	female.gibbon
16	Spectrogram 1	1	1271.102	1292.713	500	1600	S10_20180704_060002	SVM	0.0645	female.gibbon
17	Spectrogram 1	1	1540.201	1545.632	500	1600	S10_20180704_060002	SVM	0.243	female.gibbon
18	Spectrogram 1	1	1682.326	1687.636	500	1600	S10_20180704_060002	SVM	0	female.gibbon
19	Spectrogram 1	1	2112.14	2117.651	500	1600	S10_20180704_060002	SVM	0	female.gibbon
20	Spectrogram 1	1	2564.676	2572.916	500	1600	S10_20180704_060002	SVM	0.056	female.gibbon
21	Spectrogram 1	1	2733.971	2739.531	500	1600	S10_20180704_060002	SVM	0.032	female.gibbon
22	Spectrogram 1	1	2745.152	2750.292	500	1600	S10_20180704_060002	SVM	0.009	female.gibbon
23	Spectrogram 1	1	3294.29	3299.76	500	1600	S10_20180704_060002	SVM	0.002	female.gibbon
24	Spectrogram 1	1	3473.896	3480.246	500	1600	S10_20180704_060002	SVM	0.034	female.gibbon
25	Spectrogram 1	1	3510.247	3515.947	500	1600	S10_20180704_060002	SVM	0.563	female.gibbon
26	Spectrogram 1	1	3586.09	3591.64	500	1600	S10_20180704_060002	SVM	0	female.gibbon
27	Spectrogram 1	1	3695.413	3704.354	500	1600	S10_20180704_060002	SVM	0.253	female.gibbon
28	Spectrogram 1	1	3883.96	3889.3	500	1600	S10_20180704_060002	SVM	0.203	female.gibbon
29	Spectrogram 1	1	3922.961	3941.941	500	1600	S10_20180704_060002	SVM	0.0035	female.gibbon
30	Spectrogram 1	1	3985.613	3995.053	500	1600	S10_20180704_060002	SVM	0.679	female.gibbon
31	Spectrogram 1	1	4118.827	4123.998	500	1600	S10_20180704_060002	SVM	0.115	female.gibbon
32	Spectrogram 1	1	4163.319	4170.099	500	1600	S10_20180704_060002	SVM	0.005	female.gibbon
33	Spectrogram 1	1	4230.581	4241.331	500	1600	S10_20180704_060002	SVM	0.02	female.gibbon
34	Spectrogram 1	1	4337.575	4348.695	500	1600	S10_20180704_060002	SVM	0.267	female.gibbon
35	Spectrogram 1	1	4360.805	4369.466	500	1600	S10_20180704_060002	SVM	0.004	female.gibbon
36	Spectrogram 1	1	4404.697	4409.857	500	1600	S10_20180704_060002	SVM	0.993	female.gibbon
37	Spectrogram 1	1	4701.357	4708.617	500	1600	S10_20180704_060002	SVM	0	female.gibbon
38	Spectrogram 1	1	4711.527	4717.977	500	1600	S10_20180704_060002	SVM	0.009	female.gibbon
39	Spectrogram 1	1	4719.037	4724.928	500	1600	S10_20180704_060002	SVM	0.005	female.gibbon
40	Spectrogram 1	1	4769.679	4774.899	500	1600	S10_20180704_060002	SVM	0.006	female.gibbon
41	Spectrogram 1	1	4778.849	4785.23	500	1600	S10_20180704_060002	SVM	0.004	female.gibbon
42	Spectrogram 1	1	5023.237	5028.478	500	1600	S10_20180704_060002	SVM	0.007	female.gibbon
43	Spectrogram 1	1	5553.925	5558.995	500	1600	S10_20180704_060002	SVM	0.021	female.gibbon
44	Spectrogram 1	1	5618.707	5624.188	500	1600	S10_20180704_060002	SVM	0.005	female.gibbon
45	Spectrogram 1	1	5626.038	5631.878	500	1600	S10_20180704_060002	SVM	0.013	female.gibbon
46	Spectrogram 1	1	5642.068	5647.798	500	1600	S10_20180704_060002	SVM	0	female.gibbon
47	Spectrogram 1	1	5649.888	5661.389	500	1600	S10_20180704_060002	SVM	0	female.gibbon
48	Spectrogram 1	1	5673.499	5678.769	500	1600	S10_20180704_060002	SVM	0.006	female.gibbon
49	Spectrogram 1	1	5969.069	5975.999	500	1600	S10_20180704_060002	SVM	0.003	female.gibbon
50	Spectrogram 1	1	6473.836	6479.596	500	1600	S10_20180704_060002	SVM	0.009	female.gibbon
51	Spectrogram 1	1	6815.267	6820.607	500	1600	S10_20180704_060002	SVM	0.004	female.gibbon
52	Spectrogram 1	1	6848.958	6857.499	500	1600	S10_20180704_060002	SVM	0	female.gibbon
